"","Cites","Authors","Title","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","QueryDate","Type","DOI","ISSN","CitationURL","Volume","Issue","StartPage","EndPage","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","Abstract","FullTextURL","RelatedURL"
"1",0,"S Ghodousi","3D Visualization of Cerebral Aneurysms",NA,"","","","",162,"2023-02-22 14:54:27","CITATION","",NA,NA,NA,NA,NA,NA,0,0,0,1,NA,"","","https://scholar.google.com/scholar?q=related:TFaKZwUNGbMJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"2",0,"JW Bae, SW Lee, IS Kim…","A Research for New Taxonomy of Information Visualization",2009,"Journal of the Society of …","koreascience.or.kr","https://www.koreascience.or.kr/article/JAKO200923160549942.page","",135,"2023-02-22 14:54:27","","",NA,NA,NA,NA,NA,NA,0,0,0,4,14,"Since too much information has been generated, it became very difficult to find out valuable and necessary information. In order to deal with the problem of information overload, the …","https://www.koreascience.or.kr/article/JAKO200923160549942.pdf","https://scholar.google.com/scholar?q=related:GSIZn7fHLv0J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"3",0,"AM Canvas","A SCIENCE OF INTERACTION",NA,"scitepress.org","","https://www.scitepress.org/Papers/2008/10996/10996.pdf","",110,"2023-02-22 14:54:27","PDF","",NA,NA,NA,NA,NA,NA,0,0,0,1,NA,"A recently proposed search for a science of interaction will involve the creation of a multidimensional canvas composed of many features: complex perceptual and cognitive …","https://www.scitepress.org/Papers/2008/10996/10996.pdf","https://scholar.google.com/scholar?q=related:FaQE7VN6qxwJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"4",0,"R Spence","A SCIENCE OF INTERACTION-A Multidimensional Canvas",2008,"… Conference on Computer Graphics Theory and …","scitepress.org","https://www.scitepress.org/Papers/2008/10996/","",139,"2023-02-22 14:54:27","","",NA,NA,NA,NA,NA,NA,0,0,0,1,15,"A recently proposed search for a science of interaction will involve the creation of a multidimensional canvas composed of many features: complex perceptual and cognitive …","https://www.scitepress.org/PublishedPapers/2008/10996/10996.pdf","https://scholar.google.com/scholar?q=related:m2QJg0sxqnIJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"5",0,"W Zhu, Y Tao, G Huang, Y Sun…","A Task-Oriented Navigation Approach to Enhance Architectural Description Comprehension",2010,"2010 IEEE 34th Annual …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5676336/","",131,"2023-02-22 14:54:27","","",NA,NA,NA,NA,NA,NA,0,0,0,5,13,"The way to document architecture is called Architecture Description (AD). It contains all the key design decisions, presents how the system is composed, specifies the interface of the …","https://ieeexplore.ieee.org/iel5/5676249/5676250/05676336.pdf","https://scholar.google.com/scholar?q=related:zrFLtBjlwaIJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"6",3,"E Pietriga, G Filippi, L Véliz…","A Web-based Dashboard for the High-level Monitoring of ALMA",2014,"… for Astronomy III","spiedigitallibrary.org","https://www.spiedigitallibrary.org/conference-proceedings-of-spie/9152/91521B/A-web-based-dashboard-for-the-high-level-monitoring-of/10.1117/12.2055235.short","https://scholar.google.com/scholar?cites=18245327519297080394&as_sdt=2005&sciodt=0,5&hl=en",87,"2023-02-22 14:54:27","","10.1117/12.2055235.short",NA,NA,NA,NA,NA,NA,3,0.33,1,4,9,"The ALMA radio-telescope's operations depend on the availability of high-level, easy-to-understand status information about all of its components. The ALMA Dashboard aims at …","https://hal.inria.fr/docs/01/06/15/44/PDF/alma_dashboard_spie_2014.pdf","https://scholar.google.com/scholar?q=related:Soxc_rVsNP0J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"7",1,"K Komatsu, R Egawa, H Takizawa…","A directive generation approach using user-defined rules",2016,"… on Computing and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7818665/","https://scholar.google.com/scholar?cites=11840147364845439084&as_sdt=2005&sciodt=0,5&hl=en",95,"2023-02-22 14:54:27","","",NA,NA,NA,NA,NA,NA,1,0.14,0,4,7,"The appearance of various high-performance computing (HPC) systems compels a user to write a code considering the characteristic of each HPC system. To describe the system …","https://ieeexplore.ieee.org/iel7/7818132/7818570/07818665.pdf","https://scholar.google.com/scholar?q=related:bMjj6UunUKQJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"8",27,"H Lam, T Munzner","A guide to visual multi-level interface design from synthesis of empirical study evidence",2010,"Synthesis Lectures on …","Morgan &Claypool Publishers","","https://scholar.google.com/scholar?cites=9374456371194516460&as_sdt=2005&sciodt=0,5&hl=en",34,"2023-02-22 14:54:27","CITATION","",NA,NA,NA,NA,NA,NA,27,2.08,14,2,13,"","https://www.academia.edu/download/79749825/A_Guide_to_Visual_Multi-Level_Interface_20220128-14871-184x9tn.pdf","https://scholar.google.com/scholar?q=related:7FNyz2bCGIIJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"9",4,"Y Shaobo, W Lingda","A key technology survey and summary of dynamic network visualization",2017,"2017 8th IEEE international conference …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8342958/","https://scholar.google.com/scholar?cites=17877149708434484567&as_sdt=2005&sciodt=0,5&hl=en",63,"2023-02-22 14:54:27","","",NA,NA,NA,NA,NA,NA,4,0.67,2,2,6,"Network visualization is a time-honored research direction, which can be traced back to the graph visualization. The data of dynamic network is constantly updated, which brings some …","https://ieeexplore.ieee.org/iel7/8336674/8342844/08342958.pdf","https://scholar.google.com/scholar?q=related:Vy23T_FkGPgJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"10",10,"任磊, 王威信, 周明骏, 滕东兴, 马翠霞, 戴国忠…","A model driven development method for interactive information visualization",2008,"Journal of Software","jos.org.cn","http://www.jos.org.cn/josen/article/abstract/20080808","https://scholar.google.com/scholar?cites=17447607250963994827&as_sdt=2005&sciodt=0,5&hl=en",65,"2023-02-22 14:54:27","","",NA,NA,NA,NA,NA,NA,10,0.67,1,7,15,"设计与实现面向领域应用的交互式信息可视化软件十分困难. 缺乏统一的开发方法与支撑工具箱, 为非专家用户提供对层次, 网络, 多维等数据类型的统一支持, 对各种可视化技术与交互技术的 …","http://www.jos.org.cn/josen/article/pdf/20080808","https://scholar.google.com/scholar?q=related:yxg9dlpaIvIJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"11",857,"A Cockburn, A Karlson, BB Bederson","A review of overview+ detail, zooming, and focus+ context interfaces",2009,"ACM Computing Surveys (CSUR)","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1456650.1456652","https://scholar.google.com/scholar?cites=5159720600205998443&as_sdt=2005&sciodt=0,5&hl=en",1,"2023-02-22 14:54:27","","10.1145/1456650.1456652",NA,NA,NA,NA,NA,NA,857,61.21,286,3,14,"There are many interface schemes that allow users to work at, and move between, focused and contextual views of a dataset. We review and categorize these schemes according to …","https://dl.acm.org/doi/pdf/10.1145/1456650.1456652","https://scholar.google.com/scholar?q=related:azmLa4wCm0cJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"12",35,"O Couturier, T Hamrouni, SB Yahia…","A scalable association rule visualization towards displaying large amounts of knowledge",2007,"… Visualization (IV'07)","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4272049/","https://scholar.google.com/scholar?cites=12423032486249111407&as_sdt=2005&sciodt=0,5&hl=en",38,"2023-02-22 14:54:27","","",NA,NA,NA,NA,NA,NA,35,2.19,9,4,16,"Providing efficient and easy-to-use graphical tools to users is a promising challenge of data mining (DM). These tools must be able to generate explicit knowledge and to restitute it …","https://www.academia.edu/download/33139291/couturier_etal_iv_vdm_07.pdf","https://scholar.google.com/scholar?q=related:bx8E6Dl6Z6wJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"13",1,"L Ren, Y Du","A sketch+ fisheye interface for visual analytics of large time-series",2014,"2014 IEEE Conference on Visual Analytics …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7042522/","https://scholar.google.com/scholar?cites=8965042825660959148&as_sdt=2005&sciodt=0,5&hl=en",100,"2023-02-22 14:54:27","","",NA,NA,NA,NA,NA,NA,1,0.11,1,2,9,"This paper develops a sketch+ fisheye interface supporting natural HCI in visual analysis of large multiple time-series. The sketch-based fisheye can help analysts to efficiently analyze …","https://ieeexplore.ieee.org/iel7/7027279/7042473/07042522.pdf","https://scholar.google.com/scholar?q=related:rImve_M6anwJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"14",1,"H LAM, T MUNZNER","A study-based guide to multiple visual information resolution interface designs",2007,"","cs.ubc.ca","https://www.cs.ubc.ca/sites/default/files/tr/2007/TR-2007-21_0.pdf","https://scholar.google.com/scholar?cites=6072317944805884300&as_sdt=2005&sciodt=0,5&hl=en",112,"2023-02-22 14:54:27","PDF","",NA,NA,NA,NA,NA,NA,1,0.06,1,2,16,"Displaying multiple visual information resolutions (VIRs) of data has been proposed for the challenge of limited screen space. We review 19 existing multiple-VIR interface studies and …","https://www.cs.ubc.ca/sites/default/files/tr/2007/TR-2007-21_0.pdf","https://scholar.google.com/scholar?q=related:jIFij_80RVQJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"15",23,"E Jun, S Landry, G Salvendy","A visual information processing model to characterize interactive visualization environments",2011,"Intl. Journal of Human–Computer …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/10447318.2011.540491","https://scholar.google.com/scholar?cites=7109533409090941136&as_sdt=2005&sciodt=0,5&hl=en",42,"2023-02-22 14:54:27","","10.1080/10447318.2011.540491",NA,NA,NA,NA,NA,NA,23,1.92,8,3,12,"Interactive visualizations have the potential to greatly enhance our ability to analyze data. Although the user is central to the use of such environments, perceptual and cognitive …","https://scholar.google.com/scholar?output=instlink&q=info:0DCjt_ciqmIJ:scholar.google.com/&hl=en&as_sdt=2005&sciodt=0,5&scillfp=8499161360126163245&oi=lle","https://scholar.google.com/scholar?q=related:0DCjt_ciqmIJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"16",3,"YS Jeong, RH Myung","An effective information visualization technique for intrusion detection: hyperbolic view intrusion visualizer",2011,"Journal of the Ergonomics Society of …","koreascience.or.kr","https://www.koreascience.or.kr/article/JAKO201126235933801.pdf","https://scholar.google.com/scholar?cites=1862520994429901684&as_sdt=2005&sciodt=0,5&hl=en",84,"2023-02-22 14:54:27","PDF","",NA,NA,NA,NA,NA,NA,3,0.25,2,2,12,"In computer forensics investigation, the investigators collect, protect, analyze and interpret massive amount of data which were used in cyber crime. However, due to its huge amount …","https://www.koreascience.or.kr/article/JAKO201126235933801.pdf","https://scholar.google.com/scholar?q=related:dJuz8_kA2RkJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"17",14,"JCA Looser","Ar magic lenses: Addressing the challenge of focus and context in augmented reality",2007,"","ir.canterbury.ac.nz","http://ir.canterbury.ac.nz/handle/10092/1239","https://scholar.google.com/scholar?cites=17079763554317644436&as_sdt=2005&sciodt=0,5&hl=en",56,"2023-02-22 14:54:27","","",NA,NA,NA,NA,NA,NA,14,0.88,14,1,16,"In recent years, technical advances in the field of Augmented Reality (AR), coupled with the acceleration in computer and graphics processing power, have brought robust and …","https://ir.canterbury.ac.nz/bitstream/handle/10092/1239/thesis_fulltext.pdf?sequence=1","https://scholar.google.com/scholar?q=related:lDLEznWCB-0J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"18",0,"YC Tseng, K Kihara, S Ohtsuka, A Lleras","Attaching Emotional Information to Contextual Cues Leads to Faster Implicit Learning: Implications for Experience Design",NA,"","","","",159,"2023-02-22 14:54:27","CITATION","",NA,NA,NA,NA,NA,NA,0,0,0,4,NA,"","","https://scholar.google.com/scholar?q=related:7a0EXEJ6Z0kJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"19",9,"C Pillias, P Cubaud","Bilingual reading experiences: What they could be and how to design for them",2015,"Human-Computer Interaction–INTERACT 2015: 15th …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-22701-6_39","https://scholar.google.com/scholar?cites=16440486596960968553&as_sdt=2005&sciodt=0,5&hl=en",53,"2023-02-22 14:54:27","","10.1007/978-3-319-22701-6_39",NA,NA,NA,NA,NA,NA,9,1.13,5,2,8,"We introduce the idea of bilingual reading, where a document comes in two languages and the reader can choose at will on which language to focus during the reading. Between the …","https://hal.inria.fr/hal-01599650/file/346937_1_En_39_Chapter.pdf","https://scholar.google.com/scholar?q=related:ad9tWnRXKOQJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"20",0,"E Tufte","CS W4170",1987,"Computer Graphics","Citeseer","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=b3578a183d8f6f66f19dccb5351caab6d056478d","",147,"2023-02-22 14:54:27","PDF","",NA,NA,NA,NA,NA,NA,0,0,0,1,36,"CS W4170 Information Visualization Page 1 Feiner, COMS W4170, Fall 2009 CS W4170 Information Visualization Steven Feiner Department of Computer Science Columbia University …","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=b3578a183d8f6f66f19dccb5351caab6d056478d","https://scholar.google.com/scholar?q=related:IwLXyEPw7gUJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"21",2,"A Moore, J Hayes, BLW Wong","Cartographic and cognitive perspectives on ambulance dispatch displays",2013,"Geospatial Visualisation","Springer","https://link.springer.com/chapter/10.1007/978-3-642-12289-7_4","https://scholar.google.com/scholar?cites=10119218616786621681&as_sdt=2005&sciodt=0,5&hl=en",90,"2023-02-22 14:54:27","","10.1007/978-3-642-12289-7_4",NA,NA,NA,NA,NA,NA,2,0.2,1,3,10,"This chapter deconstructs the results of cognitive and Human–Computer Interaction (HCI) studies on the ambulance dispatcher displays in two emergency medical dispatch centres in …","http://ndl.ethernet.edu.et/bitstream/123456789/27630/1/Antoni%20Moore.pdf#page=77","https://scholar.google.com/scholar?q=related:8RQW0revbowJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"22",0,"A Daniel","CloudLines: Compact Display of Event Episodes in Multiple Time-Series",NA,"","","","",160,"2023-02-22 14:54:27","CITATION","",NA,NA,NA,NA,NA,NA,0,0,0,1,NA,"","","https://scholar.google.com/scholar?q=related:1BEIo_bk80wJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"23",247,"M Krstajic, E Bertini, D Keim","Cloudlines: Compact display of event episodes in multiple time-series",2011,"IEEE transactions on visualization …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6065010/","https://scholar.google.com/scholar?cites=11046608509115125526&as_sdt=2005&sciodt=0,5&hl=en",5,"2023-02-22 14:54:27","","",NA,NA,NA,NA,NA,NA,247,20.58,82,3,12,"We propose incremental logarithmic time-series technique as a way to deal with time-based representations of large and dynamic event data sets in limited space. Modern data …","https://ieeexplore.ieee.org/iel5/2945/6064926/06065010.pdf","https://scholar.google.com/scholar?q=related:Fk-dXulvTZkJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"24",48,"KC Feng, C Wang, HW Shen…","Coherent time-varying graph drawing with multifocus+ context interaction",2011,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5963661/","https://scholar.google.com/scholar?cites=4585874647931193861&as_sdt=2005&sciodt=0,5&hl=en",26,"2023-02-22 14:54:27","","",NA,NA,NA,NA,NA,NA,48,4,12,4,12,"We present a new approach for time-varying graph drawing that achieves both spatiotemporal coherence and multifocus+ context visualization in a single framework. Our …","https://ieeexplore.ieee.org/iel5/2945/4359476/05963661.pdf","https://scholar.google.com/scholar?q=related:BYpo_rFMpD8J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"25",10,"J Lee, R Doerner, J Luderschmidt…","Collaboration between tabletop and mobile device",2011,"… on Ubiquitous Virtual …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6068300/","https://scholar.google.com/scholar?cites=11091023667129210434&as_sdt=2005&sciodt=0,5&hl=en",62,"2023-02-22 14:54:27","","",NA,NA,NA,NA,NA,NA,10,0.83,3,4,12,"Table-top is collaborative work space providing large touch screen which is capable of multi-touch interface. To make an extended collaborative work space without restriction of time …","https://ieeexplore.ieee.org/iel5/6068190/6068280/06068300.pdf","https://scholar.google.com/scholar?q=related:QtavMkM765kJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"26",0,"M Klíma","Collaborative Work in M",2009,"","","","",163,"2023-02-22 14:54:27","CITATION","",NA,NA,NA,NA,NA,NA,0,0,0,1,14,"","","https://scholar.google.com/scholar?q=related:t4mbo7167eoJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"27",0,"HE Otto, F Kimura","Communication of LCI Data to Life Cycle Management employing Adapted Information Visualization",NA,"","","","",161,"2023-02-22 14:54:27","CITATION","",NA,NA,NA,NA,NA,NA,0,0,0,2,NA,"","","https://scholar.google.com/scholar?q=related:xdBR00cmgh4J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"28",2,"T Reinhard","Complexity management in graphical models",2010,"","zora.uzh.ch","https://www.zora.uzh.ch/id/eprint/43247/2/Reinhard-Complexity_Management_in_Graphical_Models-2010.pdf","https://scholar.google.com/scholar?cites=4274710637528503991&as_sdt=2005&sciodt=0,5&hl=en",98,"2023-02-22 14:54:27","BOOK","",NA,NA,NA,NA,NA,NA,2,0.15,2,1,13,"Graphical or visual representations play a central role in the software life cycle as a means to make the immaterial software more tangible and accessible. While such drawings or …","https://www.zora.uzh.ch/id/eprint/43247/2/Reinhard-Complexity_Management_in_Graphical_Models-2010.pdf","https://scholar.google.com/scholar?q=related:t1Z4K63SUjsJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"29",0,"HE Saïdi","Conception et évaluation de techniques d'interaction pour l'exploration de données complexes dans de larges espaces d'affichage",2018,"","theses.fr","https://www.theses.fr/2018TOU30252","",149,"2023-02-22 14:54:27","","",NA,NA,NA,NA,NA,NA,0,0,0,1,5,"Résumé Les données d'aujourd'hui deviennent de plus en plus complexes à cause de la forte croissance de leurs volumes ainsi que leur multidimensionnalité. Il devient donc …","","https://scholar.google.com/scholar?q=related:gxFcX8J1FlUJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"30",13,"P Chiu, K Fujii, Q Liu","Content based automatic zooming: Viewing documents on small displays",2008,"Proceedings of the 16th ACM international …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1459359.1459495","https://scholar.google.com/scholar?cites=6527527428964860163&as_sdt=2005&sciodt=0,5&hl=en",64,"2023-02-22 14:54:27","","10.1145/1459359.1459495",NA,NA,NA,NA,NA,NA,13,0.87,4,3,15,"We present an automatic zooming technique that leverages content analysis for viewing a document page on a small display such as a mobile phone or PDA. The page can come …","https://dl.acm.org/doi/pdf/10.1145/1459359.1459495","https://scholar.google.com/scholar?q=related:A8ERwZxvlloJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"31",0,"J Zhang","Context-Preserving Visual Analytics of Multi-Scale Spatial Aggregation",2018,"","search.proquest.com","https://search.proquest.com/openview/1b94e7328f47c05f546d932d606ee48d/1?pq-origsite=gscholar&cbl=18750","",114,"2023-02-22 14:54:27","","",NA,NA,NA,NA,NA,NA,0,0,0,1,5,"Spatial datasets (ie, location-based social media, crime incident reports, and demographic data) often exhibit varied distribution patterns at multiple spatial scales. Examining these …","https://docs.lib.purdue.edu/cgi/viewcontent.cgi?article=3100&context=open_access_dissertations","https://scholar.google.com/scholar?q=related:1z-r56uhrP0J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"32",0,"R Berlin, S Bødker","Critique on Resnick's “Decomposing a Design Space” draft",2006,"","","","",164,"2023-02-22 14:54:27","CITATION","",NA,NA,NA,NA,NA,NA,0,0,0,2,17,"","","https://scholar.google.com/scholar?q=related:O7Jm8-o0ZtcJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"33",5,"L Ren, L Zhang, D Teng, G Dai, Q Li","DOI-Wave: A focus+ context interaction technique for networks based on attention-reactive interface",2010,"Visual Information Communication","Springer","https://link.springer.com/chapter/10.1007/978-1-4419-0312-9_5","https://scholar.google.com/scholar?cites=6022861019909306756&as_sdt=2005&sciodt=0,5&hl=en",76,"2023-02-22 14:54:27","","10.1007/978-1-4419-0312-9_5",NA,NA,NA,NA,NA,NA,5,0.38,1,5,13,"This paper presents DOI-Wave, a Focus+ Context technique for interactive exploration of networks, whose layout depends dynamically on the user's degree-of-interest (DOI). DOI …","","https://scholar.google.com/scholar?q=related:hLk95y-AlVMJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"34",37,"L Ren, F Tian, XL Zhang, L Zhang","DaisyViz: A model-based user interface toolkit for interactive information visualization systems",2010,"Journal of Visual Languages & …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1045926X10000297","https://scholar.google.com/scholar?cites=13964263433200337748&as_sdt=2005&sciodt=0,5&hl=en",31,"2023-02-22 14:54:27","HTML","",NA,NA,NA,NA,NA,NA,37,2.85,9,4,13,"While information visualization technologies have transformed our life and work, designing information visualization systems still faces challenges. Non-expert users or end-users need …","https://www.sciencedirect.com/science/article/pii/S1045926X10000297","https://scholar.google.com/scholar?q=related:VAPiTZsHy8EJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"35",1,"J Harms, C Wimmer, K Kappel…","Design space for focus+ context navigation in web forms",2014,"Proceedings of the 2014 …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2607023.2610272","https://scholar.google.com/scholar?cites=13227368286022225947&as_sdt=2005&sciodt=0,5&hl=en",101,"2023-02-22 14:54:27","","10.1145/2607023.2610272",NA,NA,NA,NA,NA,NA,1,0.11,0,4,9,"Navigation in long forms commonly employs user interface design patterns such as scrolling, tabs, and wizard steps. Since these patterns hide contextual form fields outside the …","https://dl.acm.org/doi/pdf/10.1145/2607023.2610272","https://scholar.google.com/scholar?q=related:G1Cf4V8NkbcJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"36",18,"M Sedlmair","Design study contributions come in different guises: Seven guiding scenarios",2016,"Proceedings of the Sixth Workshop on Beyond Time …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2993901.2993913","https://scholar.google.com/scholar?cites=12226622007301189301&as_sdt=2005&sciodt=0,5&hl=en",28,"2023-02-22 14:54:27","","10.1145/2993901.2993913",NA,NA,NA,NA,NA,NA,18,2.57,18,1,7,"Design studies are projects in which visualization researchers seek to design visualization tools that help solving challenging real-world problems faced by domain experts. While …","https://dl.acm.org/doi/pdf/10.1145/2993901.2993913","https://scholar.google.com/scholar?q=related:tS4prO-vrakJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"37",7,"Y Riche","Designing communication appliances to support aging in place",2008,"","ynr.ch","http://www.ynr.ch/yann-riche-thesis-light.pdf","https://scholar.google.com/scholar?cites=1780951184622079750&as_sdt=2005&sciodt=0,5&hl=en",71,"2023-02-22 14:54:27","PDF","",NA,NA,NA,NA,NA,NA,7,0.47,7,1,15,"Eldercare is already becoming a key challenge for our society, and the situation will degrade rapidly with the shortage of trained personal and the rising proportion of elderly people …","http://www.ynr.ch/yann-riche-thesis-light.pdf","https://scholar.google.com/scholar?q=related:Bs-1oao1txgJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"38",0,"HE Saïdi","Desing and evaluation of interaction techniques for exploring complexe data in large display-spaces",2018,"","theses.hal.science","https://theses.hal.science/tel-02329267/","",113,"2023-02-22 14:54:27","","",NA,NA,NA,NA,NA,NA,0,0,0,1,5,"Today's ever-growing data is becoming increasingly complex due to its large volume and high dimensionality: it thus becomes crucial to explore interactive visualization environments …","https://theses.hal.science/tel-02329267/document","https://scholar.google.com/scholar?q=related:C610h-Cxt7UJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"39",26,"T Luciani, A Burks, C Sugiyama…","Details-first, show context, overview last: supporting exploration of viscous fingers in large-scale ensemble simulations",2018,"IEEE transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8440850/","https://scholar.google.com/scholar?cites=6073703274742126224&as_sdt=2005&sciodt=0,5&hl=en",15,"2023-02-22 14:54:27","","",NA,NA,NA,NA,NA,NA,26,5.2,7,4,5,"Visualization research often seeks designs that first establish an overview of the data, in accordance to the information seeking mantra:“Overview first, zoom and filter, then details on …","https://ieeexplore.ieee.org/iel7/2945/8547224/08440850.pdf","https://scholar.google.com/scholar?q=related:kJYh0vIgSlQJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"40",0,"RM Omizo, W Hart-Davidson","Digging text viz: an archaeological review of ACM digital library text visualizations publications (1991--2003)",2017,"Proceedings of the 35th ACM International …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3121113.3121221","",117,"2023-02-22 14:54:27","","10.1145/3121113.3121221",NA,NA,NA,NA,NA,NA,0,0,0,2,6,"Text visualization is a rapidly growing area of research and practice in the design of communication [1]. But, as text analysis and particularly big data techniques, become more …","https://dl.acm.org/doi/pdf/10.1145/3121113.3121221","https://scholar.google.com/scholar?q=related:MBw5l-Wb-igJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"41",13,"S Ying, N Chen, W Li, C Li, R Guo","Distortion visualization techniques for 3D coherent sets: a case study of 3D building property units",2019,"Computers, Environment and Urban …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0198971519301401","https://scholar.google.com/scholar?cites=206672631298415141&as_sdt=2005&sciodt=0,5&hl=en",24,"2023-02-22 14:54:27","HTML","",NA,NA,NA,NA,NA,NA,13,3.25,3,5,4,"In the fields of 3D cadastre and 3D property management system, numerous building property objects are adjacent as primary property units assemble into a 3D coherent set …","https://www.sciencedirect.com/science/article/pii/S0198971519301401","https://scholar.google.com/scholar?q=related:JVpWxak_3gIJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"42",2,"R Fowler","Document Visualization Overview and Detail by Selectively Varying Density.",2010,"MSV","faculty.utrgv.edu","https://faculty.utrgv.edu/richard.fowler/papers/fowler_MSV_2010.pdf","https://scholar.google.com/scholar?cites=13080135358193630984&as_sdt=2005&sciodt=0,5&hl=en",97,"2023-02-22 14:54:27","PDF","",NA,NA,NA,NA,NA,NA,2,0.15,2,1,13,"The challenges of network data display are among the most longstanding in visualization. Current approaches typically rely on some form of network abstraction to reduce network …","https://faculty.utrgv.edu/richard.fowler/papers/fowler_MSV_2010.pdf","https://scholar.google.com/scholar?q=related:CH8oh875hbUJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"43",0,"HE SAIDI","En vue de l'obtention du",2018,"","core.ac.uk","https://core.ac.uk/download/pdf/189831282.pdf","",150,"2023-02-22 14:54:27","PDF","",NA,NA,NA,NA,NA,NA,0,0,0,1,5,"Today's ever-growing data is becoming increasingly complex due to its large volume and high dimensionality: it thus becomes crucial to explore interactive visualization environments …","https://core.ac.uk/download/pdf/189831282.pdf","https://scholar.google.com/scholar?q=related:NR-oZLsoqn8J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
